County,City,State,Postal.Code,Model.Year,Make,Model,Electric.Vehicle.Type,Electric.Range
Thurston,Tumwater,WA,98512,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Bellevue,WA,98008,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291
King,Seattle,WA,98115,2024,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),0
King,Sammamish,WA,98075,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Seattle,WA,98125,2015,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),19
Clark,Vancouver,WA,98686,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),0
Snohomish,Monroe,WA,98272,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266
King,Des Moines,WA,98198,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259
King,Seattle,WA,98112,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98006,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),0
Yakima,Yakima,WA,98908,2024,KIA,EV9,Battery Electric Vehicle (BEV),0
Cowlitz,Kelso,WA,98626,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
King,Kirkland,WA,98033,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),107
King,Redmond,WA,98052,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),204
Kitsap,Poulsbo,WA,98370,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0
King,Seatac,WA,98148,2024,KIA,NIRO,Battery Electric Vehicle (BEV),0
King,Sammamish,WA,98074,2024,HONDA,PROLOGUE,Battery Electric Vehicle (BEV),0
Kitsap,Bremerton,WA,98310,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53
King,Sammamish,WA,98075,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
Clark,Vancouver,WA,98665,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98685,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Seattle,WA,98177,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),17
King,Seatac,WA,98148,2023,POLESTAR,PS2,Battery Electric Vehicle (BEV),0
Snohomish,Bothell,WA,98021,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Seattle,WA,98125,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238
Kitsap,Silverdale,WA,98383,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
Kitsap,Poulsbo,WA,98370,2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),39
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Duvall,WA,98019,2024,VOLVO,V60,Plug-in Hybrid Electric Vehicle (PHEV),41
Snohomish,Everett,WA,98204,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75
King,Newcastle,WA,98056,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98008,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Auburn,WA,98092,2024,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),0
King,Burien,WA,98146,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291
Thurston,Olympia,WA,98506,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),215
King,Bellevue,WA,98004,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53
King,Redmond,WA,98052,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98106,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),0
King,Bothell,WA,98011,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238
King,Seattle,WA,98105,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98134,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),30
Clark,Vancouver,WA,98661,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42
King,Bellevue,WA,98008,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98006,2024,BMW,I4,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98685,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98133,2015,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),6
King,Redmond,WA,98052,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
Kitsap,Port Orchard,WA,98367,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42
King,Kirkland,WA,98034,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98006,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),72
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
Snohomish,Mukilteo,WA,98275,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Lake Forest Park,WA,98155,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),208
Kitsap,Bainbridge Island,WA,98110,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
Clark,Vancouver,WA,98685,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Kent,WA,98030,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Thurston,Yelm,WA,98597,2019,KIA,NIRO,Battery Electric Vehicle (BEV),239
King,Kirkland,WA,98034,2024,BMW,I4,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98683,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42
King,Redmond,WA,98052,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25
Thurston,Olympia,WA,98502,2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98105,2022,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98117,2021,VOLVO,XC40,Battery Electric Vehicle (BEV),0
King,Burien,WA,98146,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),38
King,Auburn,WA,98092,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42
King,Bellevue,WA,98006,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Seattle,WA,98178,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),73
King,Bellevue,WA,98004,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32
King,Seattle,WA,98122,2023,NISSAN,ARIYA,Battery Electric Vehicle (BEV),0
Kitsap,Bainbridge Island,WA,98110,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42
King,Renton,WA,98058,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322
King,Seattle,WA,98125,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),16
Clark,Vancouver,WA,98686,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),34
King,Seattle,WA,98125,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
Snohomish,Snohomish,WA,98290,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322
King,Seattle,WA,98117,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Kirkland,WA,98034,2024,CHEVROLET,EQUINOX EV,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2024,BMW,IX,Battery Electric Vehicle (BEV),0
King,Renton,WA,98059,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Renton,WA,98059,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),0
King,Bothell,WA,98011,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),0
King,Renton,WA,98055,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),0
King,Burien,WA,98146,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238
Kitsap,Bremerton,WA,98312,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
Thurston,Tenino,WA,98589,2022,KIA,NIRO,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98133,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),19
King,Woodinville,WA,98072,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Kitsap,Silverdale,WA,98383,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Shoreline,WA,98177,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
King,Burien,WA,98146,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Renton,WA,98057,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238
King,Bellevue,WA,98008,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),200
Cowlitz,Longview,WA,98632,2023,KIA,NIRO,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),249
King,Kent,WA,98030,2023,FORD,F-150,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
Thurston,Olympia,WA,98501,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98682,2017,FIAT,500,Battery Electric Vehicle (BEV),84
King,Redmond,WA,98052,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Seattle,WA,98133,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98101,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),84
King,Kirkland,WA,98034,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),149
King,Seattle,WA,98146,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98005,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98682,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
Snohomish,Mill Creek,WA,98012,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Medina,WA,98039,2024,KIA,EV9,Battery Electric Vehicle (BEV),0
King,Medina,WA,98039,2024,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),35
Island,Oak Harbor,WA,98277,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Woodinville,WA,98072,2023,BMW,I4,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98006,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75
King,Sammamish,WA,98075,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),30
King,Auburn,WA,98092,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98684,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),208
King,Seattle,WA,98122,2022,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Seattle,WA,98177,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98133,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),18
Clark,Vancouver,WA,98686,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98006,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
Clark,Battle Ground,WA,98604,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Kitsap,Bainbridge Island,WA,98110,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0
King,Sammamish,WA,98074,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),0
Snohomish,Edmonds,WA,98026,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2022,POLESTAR,PS2,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),208
King,Bellevue,WA,98005,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),208
King,Seattle,WA,98133,2022,LUCID,AIR,Battery Electric Vehicle (BEV),0
King,Kent,WA,98031,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Burien,WA,98166,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Kirkland,WA,98034,2024,AUDI,Q8,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98005,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
King,Bellevue,WA,98006,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),107
Snohomish,Lynnwood,WA,98036,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),30
Thurston,Olympia,WA,98501,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98007,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
King,Bellevue,WA,98004,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98660,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
King,Woodinville,WA,98072,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),210
King,Shoreline,WA,98155,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Snohomish,Monroe,WA,98272,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0
Snohomish,Lake Stevens,WA,98258,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Auburn,WA,98001,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Renton,WA,98056,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98682,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98685,2023,KIA,EV6,Battery Electric Vehicle (BEV),0
Cowlitz,Longview,WA,98632,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266
Snohomish,Bothell,WA,98021,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),210
King,Bellevue,WA,98007,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98122,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),84
King,Seattle,WA,98112,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98008,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75
Clark,Battle Ground,WA,98604,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75
King,Seattle,WA,98199,2023,POLESTAR,PS2,Battery Electric Vehicle (BEV),0
